 Initializing flow with inflow =            1
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 226500   0.10000E-02   0.16231E+02   0.22667E+01   0.63210E-27   0.14910E-26   0.00000E+00   0.00000E+00   0.95306E-28   0.00000E+00
 226600   0.10000E-02   0.16231E+02   0.22667E+01   0.33382E-27   0.15895E-26   0.00000E+00   0.00000E+00   0.10146E-27   0.00000E+00
 226700   0.10000E-02   0.16231E+02   0.22667E+01   0.57143E-27   0.17210E-26   0.00000E+00   0.00000E+00   0.11110E-27   0.00000E+00
 226800   0.10000E-02   0.16231E+02   0.22667E+01   0.43335E-27   0.15058E-26   0.00000E+00   0.00000E+00   0.10085E-27   0.00000E+00
 226900   0.10000E-02   0.16231E+02   0.22667E+01   0.34370E-27   0.13921E-26   0.00000E+00   0.00000E+00   0.10489E-27   0.00000E+00
 227000   0.10000E-02   0.16231E+02   0.22667E+01   0.35147E-27   0.17751E-26   0.00000E+00   0.00000E+00   0.10652E-27   0.00000E+00
 227100   0.10000E-02   0.16231E+02   0.22667E+01   0.34401E-27   0.14199E-26   0.00000E+00   0.00000E+00   0.83686E-28   0.00000E+00
 227200   0.10000E-02   0.16231E+02   0.22667E+01   0.63043E-27   0.14731E-26   0.00000E+00   0.00000E+00   0.10174E-27   0.00000E+00
 227300   0.10000E-02   0.16231E+02   0.22667E+01   0.33525E-27   0.19681E-26   0.00000E+00   0.00000E+00   0.10222E-27   0.00000E+00
 227400   0.10000E-02   0.16231E+02   0.22667E+01   0.51346E-27   0.13445E-26   0.00000E+00   0.00000E+00   0.98249E-28   0.00000E+00
 227500   0.10000E-02   0.16231E+02   0.22667E+01   0.37956E-27   0.15359E-26   0.00000E+00   0.00000E+00   0.99102E-28   0.00000E+00
 227600   0.10000E-02   0.16231E+02   0.22667E+01   0.48438E-27   0.15847E-26   0.00000E+00   0.00000E+00   0.11796E-27   0.00000E+00
 227700   0.10000E-02   0.16231E+02   0.22667E+01   0.57207E-27   0.14316E-26   0.00000E+00   0.00000E+00   0.10144E-27   0.00000E+00
 227800   0.10000E-02   0.16231E+02   0.22667E+01   0.58334E-27   0.13378E-26   0.00000E+00   0.00000E+00   0.97957E-28   0.00000E+00
 227900   0.10000E-02   0.16231E+02   0.22667E+01   0.54933E-27   0.15784E-26   0.00000E+00   0.00000E+00   0.97431E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 228000   0.10000E-02   0.16231E+02   0.22667E+01   0.49247E-27   0.14876E-26   0.00000E+00   0.00000E+00   0.10910E-27   0.00000E+00
 228100   0.10000E-02   0.16231E+02   0.22667E+01   0.48199E-27   0.17240E-26   0.00000E+00   0.00000E+00   0.99394E-28   0.00000E+00
 228200   0.10000E-02   0.16231E+02   0.22667E+01   0.36729E-27   0.13649E-26   0.00000E+00   0.00000E+00   0.98367E-28   0.00000E+00
 228300   0.10000E-02   0.16231E+02   0.22667E+01   0.33937E-27   0.16023E-26   0.00000E+00   0.00000E+00   0.10007E-27   0.00000E+00
 228400   0.10000E-02   0.16231E+02   0.22667E+01   0.49772E-27   0.15011E-26   0.00000E+00   0.00000E+00   0.88029E-28   0.00000E+00
 228500   0.10000E-02   0.16231E+02   0.22667E+01   0.45324E-27   0.14826E-26   0.00000E+00   0.00000E+00   0.10555E-27   0.00000E+00
 228600   0.10000E-02   0.16231E+02   0.22667E+01   0.47357E-27   0.14746E-26   0.00000E+00   0.00000E+00   0.10506E-27   0.00000E+00
 228700   0.10000E-02   0.16231E+02   0.22667E+01   0.46992E-27   0.14982E-26   0.00000E+00   0.00000E+00   0.95092E-28   0.00000E+00
 228800   0.10000E-02   0.16231E+02   0.22667E+01   0.54344E-27   0.14449E-26   0.00000E+00   0.00000E+00   0.95889E-28   0.00000E+00
 228900   0.10000E-02   0.16231E+02   0.22667E+01   0.39544E-27   0.15794E-26   0.00000E+00   0.00000E+00   0.95992E-28   0.00000E+00
 229000   0.10000E-02   0.16231E+02   0.22667E+01   0.42621E-27   0.15525E-26   0.00000E+00   0.00000E+00   0.10175E-27   0.00000E+00
 229100   0.10000E-02   0.16231E+02   0.22667E+01   0.60302E-27   0.15338E-26   0.00000E+00   0.00000E+00   0.10271E-27   0.00000E+00
 229200   0.10000E-02   0.16231E+02   0.22667E+01   0.58502E-27   0.14708E-26   0.00000E+00   0.00000E+00   0.94734E-28   0.00000E+00
 229300   0.10000E-02   0.16231E+02   0.22667E+01   0.37698E-27   0.14384E-26   0.00000E+00   0.00000E+00   0.94119E-28   0.00000E+00
 229400   0.10000E-02   0.16231E+02   0.22667E+01   0.28640E-27   0.14609E-26   0.00000E+00   0.00000E+00   0.88951E-28   0.00000E+00
 229500   0.10000E-02   0.16231E+02   0.22667E+01   0.38686E-27   0.14021E-26   0.00000E+00   0.00000E+00   0.92005E-28   0.00000E+00
 229600   0.10000E-02   0.16231E+02   0.22667E+01   0.50115E-27   0.16262E-26   0.00000E+00   0.00000E+00   0.10177E-27   0.00000E+00
 229700   0.10000E-02   0.16231E+02   0.22667E+01   0.38003E-27   0.16680E-26   0.00000E+00   0.00000E+00   0.93385E-28   0.00000E+00
 229800   0.10000E-02   0.16231E+02   0.22667E+01   0.34863E-27   0.15399E-26   0.00000E+00   0.00000E+00   0.96073E-28   0.00000E+00
 229900   0.10000E-02   0.16231E+02   0.22667E+01   0.45731E-27   0.15096E-26   0.00000E+00   0.00000E+00   0.87419E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 230000   0.10000E-02   0.16231E+02   0.22667E+01   0.40683E-27   0.12751E-26   0.00000E+00   0.00000E+00   0.99051E-28   0.00000E+00
 230100   0.10000E-02   0.16231E+02   0.22667E+01   0.53452E-27   0.16687E-26   0.00000E+00   0.00000E+00   0.89957E-28   0.00000E+00
 230200   0.10000E-02   0.16231E+02   0.22667E+01   0.51159E-27   0.16168E-26   0.00000E+00   0.00000E+00   0.96346E-28   0.00000E+00
 230300   0.10000E-02   0.16231E+02   0.22667E+01   0.44248E-27   0.14440E-26   0.00000E+00   0.00000E+00   0.99442E-28   0.00000E+00
 230400   0.10000E-02   0.16231E+02   0.22667E+01   0.31854E-27   0.16259E-26   0.00000E+00   0.00000E+00   0.96951E-28   0.00000E+00
 230500   0.10000E-02   0.16231E+02   0.22667E+01   0.48628E-27   0.15890E-26   0.00000E+00   0.00000E+00   0.95867E-28   0.00000E+00
 230600   0.10000E-02   0.16231E+02   0.22667E+01   0.38558E-27   0.15029E-26   0.00000E+00   0.00000E+00   0.93635E-28   0.00000E+00
 230700   0.10000E-02   0.16231E+02   0.22667E+01   0.53257E-27   0.18484E-26   0.00000E+00   0.00000E+00   0.10848E-27   0.00000E+00
 230800   0.10000E-02   0.16231E+02   0.22667E+01   0.48777E-27   0.17590E-26   0.00000E+00   0.00000E+00   0.10026E-27   0.00000E+00
 230900   0.10000E-02   0.16231E+02   0.22667E+01   0.41789E-27   0.14685E-26   0.00000E+00   0.00000E+00   0.10783E-27   0.00000E+00
 231000   0.10000E-02   0.16231E+02   0.22667E+01   0.60423E-27   0.15724E-26   0.00000E+00   0.00000E+00   0.10723E-27   0.00000E+00
 231100   0.10000E-02   0.16231E+02   0.22667E+01   0.33081E-27   0.15701E-26   0.00000E+00   0.00000E+00   0.88935E-28   0.00000E+00
 231200   0.10000E-02   0.16231E+02   0.22667E+01   0.72586E-27   0.14274E-26   0.00000E+00   0.00000E+00   0.87162E-28   0.00000E+00
 231300   0.10000E-02   0.16231E+02   0.22667E+01   0.47844E-27   0.15441E-26   0.00000E+00   0.00000E+00   0.96846E-28   0.00000E+00
 231400   0.10000E-02   0.16231E+02   0.22667E+01   0.69007E-27   0.18057E-26   0.00000E+00   0.00000E+00   0.10038E-27   0.00000E+00
 231500   0.10000E-02   0.16231E+02   0.22667E+01   0.34525E-27   0.15567E-26   0.00000E+00   0.00000E+00   0.93904E-28   0.00000E+00
 231600   0.10000E-02   0.16231E+02   0.22667E+01   0.56615E-27   0.18545E-26   0.00000E+00   0.00000E+00   0.10143E-27   0.00000E+00
 231700   0.10000E-02   0.16231E+02   0.22667E+01   0.39770E-27   0.14712E-26   0.00000E+00   0.00000E+00   0.89369E-28   0.00000E+00
 231800   0.10000E-02   0.16231E+02   0.22667E+01   0.43366E-27   0.16099E-26   0.00000E+00   0.00000E+00   0.11490E-27   0.00000E+00
 231900   0.10000E-02   0.16231E+02   0.22667E+01   0.54249E-27   0.16116E-26   0.00000E+00   0.00000E+00   0.11261E-27   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 232000   0.10000E-02   0.16231E+02   0.22667E+01   0.43905E-27   0.16503E-26   0.00000E+00   0.00000E+00   0.96157E-28   0.00000E+00
 232100   0.10000E-02   0.16231E+02   0.22667E+01   0.55547E-27   0.15456E-26   0.00000E+00   0.00000E+00   0.11410E-27   0.00000E+00
 232200   0.10000E-02   0.16231E+02   0.22667E+01   0.31987E-27   0.14652E-26   0.00000E+00   0.00000E+00   0.93688E-28   0.00000E+00
 232300   0.10000E-02   0.16231E+02   0.22667E+01   0.48857E-27   0.15280E-26   0.00000E+00   0.00000E+00   0.99447E-28   0.00000E+00
 232400   0.10000E-02   0.16231E+02   0.22667E+01   0.53227E-27   0.19202E-26   0.00000E+00   0.00000E+00   0.10354E-27   0.00000E+00
 232500   0.10000E-02   0.16231E+02   0.22667E+01   0.83689E-27   0.15977E-26   0.00000E+00   0.00000E+00   0.10511E-27   0.00000E+00
 232600   0.10000E-02   0.16231E+02   0.22667E+01   0.40630E-27   0.15532E-26   0.00000E+00   0.00000E+00   0.10116E-27   0.00000E+00
 232700   0.10000E-02   0.16231E+02   0.22667E+01   0.50045E-27   0.15147E-26   0.00000E+00   0.00000E+00   0.10296E-27   0.00000E+00
 232800   0.10000E-02   0.16231E+02   0.22667E+01   0.37647E-27   0.15945E-26   0.00000E+00   0.00000E+00   0.10330E-27   0.00000E+00
 232900   0.10000E-02   0.16231E+02   0.22667E+01   0.40610E-27   0.15561E-26   0.00000E+00   0.00000E+00   0.96656E-28   0.00000E+00
 233000   0.10000E-02   0.16231E+02   0.22667E+01   0.41879E-27   0.14709E-26   0.00000E+00   0.00000E+00   0.10499E-27   0.00000E+00
 233100   0.10000E-02   0.16231E+02   0.22667E+01   0.60987E-27   0.14816E-26   0.00000E+00   0.00000E+00   0.98799E-28   0.00000E+00
 233200   0.10000E-02   0.16231E+02   0.22667E+01   0.67960E-27   0.16602E-26   0.00000E+00   0.00000E+00   0.95397E-28   0.00000E+00
 233300   0.10000E-02   0.16231E+02   0.22667E+01   0.44090E-27   0.15961E-26   0.00000E+00   0.00000E+00   0.99621E-28   0.00000E+00
 233400   0.10000E-02   0.16231E+02   0.22667E+01   0.28395E-27   0.13718E-26   0.00000E+00   0.00000E+00   0.10226E-27   0.00000E+00
 233500   0.10000E-02   0.16231E+02   0.22667E+01   0.54556E-27   0.14118E-26   0.00000E+00   0.00000E+00   0.10233E-27   0.00000E+00
 233600   0.10000E-02   0.16231E+02   0.22667E+01   0.33101E-27   0.15260E-26   0.00000E+00   0.00000E+00   0.98821E-28   0.00000E+00
 233700   0.10000E-02   0.16231E+02   0.22667E+01   0.45604E-27   0.16111E-26   0.00000E+00   0.00000E+00   0.11360E-27   0.00000E+00
 233800   0.10000E-02   0.16231E+02   0.22667E+01   0.52654E-27   0.15741E-26   0.00000E+00   0.00000E+00   0.98917E-28   0.00000E+00
 233900   0.10000E-02   0.16231E+02   0.22667E+01   0.54808E-27   0.15461E-26   0.00000E+00   0.00000E+00   0.99301E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 234000   0.10000E-02   0.16231E+02   0.22667E+01   0.39231E-27   0.15448E-26   0.00000E+00   0.00000E+00   0.99774E-28   0.00000E+00
 234100   0.10000E-02   0.16231E+02   0.22667E+01   0.36294E-27   0.15632E-26   0.00000E+00   0.00000E+00   0.98488E-28   0.00000E+00
 234200   0.10000E-02   0.16231E+02   0.22667E+01   0.50379E-27   0.14870E-26   0.00000E+00   0.00000E+00   0.10337E-27   0.00000E+00
 234300   0.10000E-02   0.16231E+02   0.22667E+01   0.43822E-27   0.15793E-26   0.00000E+00   0.00000E+00   0.11029E-27   0.00000E+00
 234400   0.10000E-02   0.16231E+02   0.22667E+01   0.41176E-27   0.15506E-26   0.00000E+00   0.00000E+00   0.10542E-27   0.00000E+00
 234500   0.10000E-02   0.16231E+02   0.22667E+01   0.44633E-27   0.15916E-26   0.00000E+00   0.00000E+00   0.99321E-28   0.00000E+00
 234600   0.10000E-02   0.16231E+02   0.22667E+01   0.53685E-27   0.16318E-26   0.00000E+00   0.00000E+00   0.99122E-28   0.00000E+00
 234700   0.10000E-02   0.16231E+02   0.22667E+01   0.26279E-27   0.14354E-26   0.00000E+00   0.00000E+00   0.98449E-28   0.00000E+00
 234800   0.10000E-02   0.16231E+02   0.22667E+01   0.39152E-27   0.17784E-26   0.00000E+00   0.00000E+00   0.11017E-27   0.00000E+00
 234900   0.10000E-02   0.16231E+02   0.22667E+01   0.60489E-27   0.15920E-26   0.00000E+00   0.00000E+00   0.98334E-28   0.00000E+00
 235000   0.10000E-02   0.16231E+02   0.22667E+01   0.32851E-27   0.13576E-26   0.00000E+00   0.00000E+00   0.91630E-28   0.00000E+00
 235100   0.10000E-02   0.16231E+02   0.22667E+01   0.47924E-27   0.14328E-26   0.00000E+00   0.00000E+00   0.89144E-28   0.00000E+00
 235200   0.10000E-02   0.16231E+02   0.22667E+01   0.41987E-27   0.17932E-26   0.00000E+00   0.00000E+00   0.11602E-27   0.00000E+00
 235300   0.10000E-02   0.16231E+02   0.22667E+01   0.38994E-27   0.15544E-26   0.00000E+00   0.00000E+00   0.10703E-27   0.00000E+00
 235400   0.10000E-02   0.16231E+02   0.22667E+01   0.37003E-27   0.15605E-26   0.00000E+00   0.00000E+00   0.10331E-27   0.00000E+00
 235500   0.10000E-02   0.16231E+02   0.22667E+01   0.37199E-27   0.15220E-26   0.00000E+00   0.00000E+00   0.10577E-27   0.00000E+00
 235600   0.10000E-02   0.16231E+02   0.22667E+01   0.49911E-27   0.15247E-26   0.00000E+00   0.00000E+00   0.99378E-28   0.00000E+00
 235700   0.10000E-02   0.16231E+02   0.22667E+01   0.52688E-27   0.16258E-26   0.00000E+00   0.00000E+00   0.10394E-27   0.00000E+00
 235800   0.10000E-02   0.16231E+02   0.22667E+01   0.51179E-27   0.16199E-26   0.00000E+00   0.00000E+00   0.10557E-27   0.00000E+00
 235900   0.10000E-02   0.16231E+02   0.22667E+01   0.45806E-27   0.13276E-26   0.00000E+00   0.00000E+00   0.99570E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 236000   0.10000E-02   0.16231E+02   0.22667E+01   0.37413E-27   0.15068E-26   0.00000E+00   0.00000E+00   0.10573E-27   0.00000E+00
 236100   0.10000E-02   0.16231E+02   0.22667E+01   0.53539E-27   0.14329E-26   0.00000E+00   0.00000E+00   0.11241E-27   0.00000E+00
 236200   0.10000E-02   0.16231E+02   0.22667E+01   0.45630E-27   0.15182E-26   0.00000E+00   0.00000E+00   0.97693E-28   0.00000E+00
 236300   0.10000E-02   0.16231E+02   0.22667E+01   0.55348E-27   0.14961E-26   0.00000E+00   0.00000E+00   0.10067E-27   0.00000E+00
 236400   0.10000E-02   0.16231E+02   0.22667E+01   0.43658E-27   0.16156E-26   0.00000E+00   0.00000E+00   0.10439E-27   0.00000E+00
 236500   0.10000E-02   0.16231E+02   0.22667E+01   0.53161E-27   0.13816E-26   0.00000E+00   0.00000E+00   0.10047E-27   0.00000E+00
 236600   0.10000E-02   0.16231E+02   0.22667E+01   0.30561E-27   0.15452E-26   0.00000E+00   0.00000E+00   0.10287E-27   0.00000E+00
 236700   0.10000E-02   0.16231E+02   0.22667E+01   0.50706E-27   0.14409E-26   0.00000E+00   0.00000E+00   0.99234E-28   0.00000E+00
 236800   0.10000E-02   0.16231E+02   0.22667E+01   0.44123E-27   0.14194E-26   0.00000E+00   0.00000E+00   0.10284E-27   0.00000E+00
 236900   0.10000E-02   0.16231E+02   0.22667E+01   0.44670E-27   0.16773E-26   0.00000E+00   0.00000E+00   0.10447E-27   0.00000E+00
 237000   0.10000E-02   0.16231E+02   0.22667E+01   0.35770E-27   0.13989E-26   0.00000E+00   0.00000E+00   0.93795E-28   0.00000E+00
 237100   0.10000E-02   0.16231E+02   0.22667E+01   0.56606E-27   0.16496E-26   0.00000E+00   0.00000E+00   0.10748E-27   0.00000E+00
 237200   0.10000E-02   0.16231E+02   0.22667E+01   0.32099E-27   0.16862E-26   0.00000E+00   0.00000E+00   0.11396E-27   0.00000E+00
 237300   0.10000E-02   0.16231E+02   0.22667E+01   0.35985E-27   0.16289E-26   0.00000E+00   0.00000E+00   0.96660E-28   0.00000E+00
 237400   0.10000E-02   0.16231E+02   0.22667E+01   0.33987E-27   0.15838E-26   0.00000E+00   0.00000E+00   0.10868E-27   0.00000E+00
 237500   0.10000E-02   0.16231E+02   0.22667E+01   0.44513E-27   0.15016E-26   0.00000E+00   0.00000E+00   0.94918E-28   0.00000E+00
 237600   0.10000E-02   0.16231E+02   0.22667E+01   0.53514E-27   0.16573E-26   0.00000E+00   0.00000E+00   0.96296E-28   0.00000E+00
 237700   0.10000E-02   0.16231E+02   0.22667E+01   0.61034E-27   0.14758E-26   0.00000E+00   0.00000E+00   0.10222E-27   0.00000E+00
 237800   0.10000E-02   0.16231E+02   0.22667E+01   0.55186E-27   0.17858E-26   0.00000E+00   0.00000E+00   0.10617E-27   0.00000E+00
 237900   0.10000E-02   0.16231E+02   0.22667E+01   0.44448E-27   0.15132E-26   0.00000E+00   0.00000E+00   0.93599E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 238000   0.10000E-02   0.16231E+02   0.22667E+01   0.45877E-27   0.17861E-26   0.00000E+00   0.00000E+00   0.10429E-27   0.00000E+00
 238100   0.10000E-02   0.16231E+02   0.22667E+01   0.43777E-27   0.15498E-26   0.00000E+00   0.00000E+00   0.95543E-28   0.00000E+00
 238200   0.10000E-02   0.16231E+02   0.22667E+01   0.49883E-27   0.17903E-26   0.00000E+00   0.00000E+00   0.10916E-27   0.00000E+00
 238300   0.10000E-02   0.16231E+02   0.22667E+01   0.30222E-27   0.14442E-26   0.00000E+00   0.00000E+00   0.10727E-27   0.00000E+00
 238400   0.10000E-02   0.16231E+02   0.22667E+01   0.37319E-27   0.13850E-26   0.00000E+00   0.00000E+00   0.96261E-28   0.00000E+00
 238500   0.10000E-02   0.16231E+02   0.22667E+01   0.30033E-27   0.14456E-26   0.00000E+00   0.00000E+00   0.90662E-28   0.00000E+00
 238600   0.10000E-02   0.16231E+02   0.22667E+01   0.52218E-27   0.14203E-26   0.00000E+00   0.00000E+00   0.86301E-28   0.00000E+00
 238700   0.10000E-02   0.16231E+02   0.22667E+01   0.65270E-27   0.16841E-26   0.00000E+00   0.00000E+00   0.10194E-27   0.00000E+00
 238800   0.10000E-02   0.16231E+02   0.22667E+01   0.42195E-27   0.16089E-26   0.00000E+00   0.00000E+00   0.99003E-28   0.00000E+00
 238900   0.10000E-02   0.16231E+02   0.22667E+01   0.44177E-27   0.17505E-26   0.00000E+00   0.00000E+00   0.10351E-27   0.00000E+00
 239000   0.10000E-02   0.16231E+02   0.22667E+01   0.46518E-27   0.14596E-26   0.00000E+00   0.00000E+00   0.10058E-27   0.00000E+00
 239100   0.10000E-02   0.16231E+02   0.22667E+01   0.42966E-27   0.15161E-26   0.00000E+00   0.00000E+00   0.10316E-27   0.00000E+00
 239200   0.10000E-02   0.16231E+02   0.22667E+01   0.44005E-27   0.14443E-26   0.00000E+00   0.00000E+00   0.92606E-28   0.00000E+00
 239300   0.10000E-02   0.16231E+02   0.22667E+01   0.45982E-27   0.17213E-26   0.00000E+00   0.00000E+00   0.12233E-27   0.00000E+00
 239400   0.10000E-02   0.16231E+02   0.22667E+01   0.41551E-27   0.16200E-26   0.00000E+00   0.00000E+00   0.93568E-28   0.00000E+00
 239500   0.10000E-02   0.16231E+02   0.22667E+01   0.47636E-27   0.16147E-26   0.00000E+00   0.00000E+00   0.98142E-28   0.00000E+00
 239600   0.10000E-02   0.16231E+02   0.22667E+01   0.38405E-27   0.16208E-26   0.00000E+00   0.00000E+00   0.10453E-27   0.00000E+00
 239700   0.10000E-02   0.16231E+02   0.22667E+01   0.35510E-27   0.16035E-26   0.00000E+00   0.00000E+00   0.97904E-28   0.00000E+00
 239800   0.10000E-02   0.16231E+02   0.22667E+01   0.37545E-27   0.15368E-26   0.00000E+00   0.00000E+00   0.10042E-27   0.00000E+00
 239900   0.10000E-02   0.16231E+02   0.22667E+01   0.49994E-27   0.16029E-26   0.00000E+00   0.00000E+00   0.10903E-27   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 240000   0.10000E-02   0.16231E+02   0.22667E+01   0.46373E-27   0.17802E-26   0.00000E+00   0.00000E+00   0.10793E-27   0.00000E+00
 240100   0.10000E-02   0.16231E+02   0.22667E+01   0.48366E-27   0.18667E-26   0.00000E+00   0.00000E+00   0.11262E-27   0.00000E+00
 240200   0.10000E-02   0.16231E+02   0.22667E+01   0.47717E-27   0.15305E-26   0.00000E+00   0.00000E+00   0.10464E-27   0.00000E+00
 240300   0.10000E-02   0.16231E+02   0.22667E+01   0.50391E-27   0.15190E-26   0.00000E+00   0.00000E+00   0.94473E-28   0.00000E+00
 240400   0.10000E-02   0.16231E+02   0.22667E+01   0.40628E-27   0.16847E-26   0.00000E+00   0.00000E+00   0.98797E-28   0.00000E+00
 240500   0.10000E-02   0.16231E+02   0.22667E+01   0.59411E-27   0.15495E-26   0.00000E+00   0.00000E+00   0.10086E-27   0.00000E+00
 240600   0.10000E-02   0.16231E+02   0.22667E+01   0.59143E-27   0.16084E-26   0.00000E+00   0.00000E+00   0.10401E-27   0.00000E+00
 240700   0.10000E-02   0.16231E+02   0.22667E+01   0.56185E-27   0.19345E-26   0.00000E+00   0.00000E+00   0.99346E-28   0.00000E+00
 240800   0.10000E-02   0.16231E+02   0.22667E+01   0.36165E-27   0.14898E-26   0.00000E+00   0.00000E+00   0.88409E-28   0.00000E+00
 240900   0.10000E-02   0.16231E+02   0.22667E+01   0.34110E-27   0.15742E-26   0.00000E+00   0.00000E+00   0.10350E-27   0.00000E+00
 241000   0.10000E-02   0.16231E+02   0.22667E+01   0.55915E-27   0.17169E-26   0.00000E+00   0.00000E+00   0.11447E-27   0.00000E+00
 241100   0.10000E-02   0.16231E+02   0.22667E+01   0.45009E-27   0.15515E-26   0.00000E+00   0.00000E+00   0.97793E-28   0.00000E+00
 241200   0.10000E-02   0.16231E+02   0.22667E+01   0.42572E-27   0.14828E-26   0.00000E+00   0.00000E+00   0.93735E-28   0.00000E+00
 241300   0.10000E-02   0.16231E+02   0.22667E+01   0.38762E-27   0.15112E-26   0.00000E+00   0.00000E+00   0.10433E-27   0.00000E+00
 241400   0.10000E-02   0.16231E+02   0.22667E+01   0.41111E-27   0.15661E-26   0.00000E+00   0.00000E+00   0.10818E-27   0.00000E+00
 241500   0.10000E-02   0.16231E+02   0.22667E+01   0.37773E-27   0.16671E-26   0.00000E+00   0.00000E+00   0.10755E-27   0.00000E+00
 241600   0.10000E-02   0.16231E+02   0.22667E+01   0.46150E-27   0.15976E-26   0.00000E+00   0.00000E+00   0.96805E-28   0.00000E+00
 241700   0.10000E-02   0.16231E+02   0.22667E+01   0.60679E-27   0.14665E-26   0.00000E+00   0.00000E+00   0.99545E-28   0.00000E+00
 241800   0.10000E-02   0.16231E+02   0.22667E+01   0.59351E-27   0.16203E-26   0.00000E+00   0.00000E+00   0.11731E-27   0.00000E+00
 241900   0.10000E-02   0.16231E+02   0.22667E+01   0.53285E-27   0.18119E-26   0.00000E+00   0.00000E+00   0.10757E-27   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 242000   0.10000E-02   0.16231E+02   0.22667E+01   0.41561E-27   0.15192E-26   0.00000E+00   0.00000E+00   0.10373E-27   0.00000E+00
 242100   0.10000E-02   0.16231E+02   0.22667E+01   0.30828E-27   0.17282E-26   0.00000E+00   0.00000E+00   0.11924E-27   0.00000E+00
 242200   0.10000E-02   0.16231E+02   0.22667E+01   0.32206E-27   0.14060E-26   0.00000E+00   0.00000E+00   0.10073E-27   0.00000E+00
 242300   0.10000E-02   0.16231E+02   0.22667E+01   0.66037E-27   0.15613E-26   0.00000E+00   0.00000E+00   0.10878E-27   0.00000E+00
 242400   0.10000E-02   0.16231E+02   0.22667E+01   0.64940E-27   0.16871E-26   0.00000E+00   0.00000E+00   0.94160E-28   0.00000E+00
 242500   0.10000E-02   0.16231E+02   0.22667E+01   0.66351E-27   0.16792E-26   0.00000E+00   0.00000E+00   0.11786E-27   0.00000E+00
 242600   0.10000E-02   0.16231E+02   0.22667E+01   0.33016E-27   0.16822E-26   0.00000E+00   0.00000E+00   0.99484E-28   0.00000E+00
 242700   0.10000E-02   0.16231E+02   0.22667E+01   0.39119E-27   0.14068E-26   0.00000E+00   0.00000E+00   0.91488E-28   0.00000E+00
 242800   0.10000E-02   0.16231E+02   0.22667E+01   0.43496E-27   0.15967E-26   0.00000E+00   0.00000E+00   0.94428E-28   0.00000E+00
 242900   0.10000E-02   0.16231E+02   0.22667E+01   0.49132E-27   0.14696E-26   0.00000E+00   0.00000E+00   0.94234E-28   0.00000E+00
 243000   0.10000E-02   0.16231E+02   0.22667E+01   0.34486E-27   0.16161E-26   0.00000E+00   0.00000E+00   0.10557E-27   0.00000E+00
 243100   0.10000E-02   0.16231E+02   0.22667E+01   0.43047E-27   0.17945E-26   0.00000E+00   0.00000E+00   0.11413E-27   0.00000E+00
 243200   0.10000E-02   0.16231E+02   0.22667E+01   0.50741E-27   0.15367E-26   0.00000E+00   0.00000E+00   0.97025E-28   0.00000E+00
 243300   0.10000E-02   0.16231E+02   0.22667E+01   0.10391E-26   0.14767E-26   0.00000E+00   0.00000E+00   0.99398E-28   0.00000E+00
 243400   0.10000E-02   0.16231E+02   0.22667E+01   0.37580E-27   0.15694E-26   0.00000E+00   0.00000E+00   0.97452E-28   0.00000E+00
 243500   0.10000E-02   0.16231E+02   0.22667E+01   0.34357E-27   0.13684E-26   0.00000E+00   0.00000E+00   0.92731E-28   0.00000E+00
 243600   0.10000E-02   0.16231E+02   0.22667E+01   0.38560E-27   0.16014E-26   0.00000E+00   0.00000E+00   0.95041E-28   0.00000E+00
 243700   0.10000E-02   0.16231E+02   0.22667E+01   0.37522E-27   0.14229E-26   0.00000E+00   0.00000E+00   0.10112E-27   0.00000E+00
 243800   0.10000E-02   0.16231E+02   0.22667E+01   0.37909E-27   0.15856E-26   0.00000E+00   0.00000E+00   0.10124E-27   0.00000E+00
 243900   0.10000E-02   0.16231E+02   0.22667E+01   0.41013E-27   0.16241E-26   0.00000E+00   0.00000E+00   0.95979E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 244000   0.10000E-02   0.16231E+02   0.22667E+01   0.41833E-27   0.16967E-26   0.00000E+00   0.00000E+00   0.11782E-27   0.00000E+00
 244100   0.10000E-02   0.16231E+02   0.22667E+01   0.51055E-27   0.14896E-26   0.00000E+00   0.00000E+00   0.87615E-28   0.00000E+00
 244200   0.10000E-02   0.16231E+02   0.22667E+01   0.44651E-27   0.15373E-26   0.00000E+00   0.00000E+00   0.11312E-27   0.00000E+00
